Activity ID,Activity.Date,Activity.Name,Activity.Type,Activity.Description,Elapsed.Time.s,Distance.km,Relative.Effort,Commute,Activity.Gear,Filename,Month,Year,Day,start.time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179796834,"Sep 12, 2017, 12:08:37 AM",Some fresh air with Ellen ,Walk,,2835,2.42,,FALSE,,activities/1179796834.gpx,9,2017,12,2:08:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183087804,"Sep 14, 2017, 4:27:30 AM",Night Activity,Workout,,1800,0,,FALSE,,,9,2017,14,4:27:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198411184,"Sep 23, 2017, 10:50:06 PM",Harwood Bonfire,Hike,,4107,3.84,,FALSE,,activities/1198411184.gpx,9,2017,23,12:50:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207229868,"Sep 29, 2017, 12:04:29 PM","33 days off, needed a reminder ",Run,Peggy's x4,8610,21.25,,FALSE,,activities/1207229868.gpx,9,2017,29,2:04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212504595,"Oct 2, 2017, 10:15:34 PM",Late recovery with Matt and Rebecca ,Run,,2258,7.59,,FALSE,,activities/1212504595.gpx,10,2017,2,12:15:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219854693,"Oct 7, 2017, 9:39:01 PM",Lighthearted ,Run,Decided to only do one loop ,3398,9.65,,FALSE,,activities/1219854693.gpx,10,2017,7,9:39:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262964858,"Nov 5, 2017, 6:31:19 PM",GIS Data collection ,Walk,,2700,3.21,,FALSE,,,11,2017,5,6:31:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299674819,"Dec 2, 2017, 10:21:00 PM",Calm ,Walk,,2929,3.26,,FALSE,,activities/1299674819.gpx,12,2017,2,12:21:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307176785,"Dec 8, 2017, 9:09:11 PM",Too long to break 600,Run,Jumped 10 deer,1807,4.05,,FALSE,,activities/1307176785.gpx,12,2017,8,9:09:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316122818,"Dec 16, 2017, 3:59:14 PM",25* on Nordic snowpack. Love life. ,Run,,1931,4.44,,FALSE,,activities/1316122818.gpx,12,2017,16,3:59:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317582506,"Dec 17, 2017, 4:51:29 PM",Snowpack day 2,Run,,1775,4.47,,FALSE,,activities/1317582506.gpx,12,2017,17,4:51:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318723563,"Dec 18, 2017, 6:35:52 PM",Lunch Run,Run,,2301,6.19,,FALSE,,activities/1318723563.gpx,12,2017,18,6:35:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335010693,"Dec 31, 2017, 5:22:50 PM",New pony Center ,Run,,1200,3.21,,FALSE,,,12,2017,31,5:22:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339790507,"Jan 3, 2018, 9:30:39 PM",First activity of 2018! First Nordic ski!,Nordic Ski,I don’t really get this Nordic ski thing but it could be neat. ,2700,2.89,,FALSE,,,1,2018,3,9:30:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353199349,"Jan 12, 2018, 1:34:44 PM",01: Morning Core,Workout,,720,0,,,,,1,2018,12,1:34:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355895640,"Jan 14, 2018, 2:10:11 AM","VB WU, 3xmile",Run,Body not efficient. Strava doesn’t pick up in lied,1980,5.15,,FALSE,,,1,2018,14,2:10:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356802547,"Jan 14, 2018, 1:26:25 PM",02: morning core ,Workout,,720,0,,FALSE,,,1,2018,14,1:26:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357944082,"Jan 15, 2018, 12:34:54 AM",Volleyball ,Workout,,7200,0,,FALSE,,,1,2018,15,2:34:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357944228,"Jan 14, 2018, 1:35:00 AM",Volleyball ,Workout,,3600,0,,FALSE,,,1,2018,14,1:35:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359035715,"Jan 15, 2018, 8:32:05 PM",3xmile; 8:00 6:50 7:10,Run,,1680,5.63,,FALSE,,,1,2018,15,8:32:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360853712,"Jan 16, 2018, 11:28:08 PM",2x7:30 1@8:30,Run,,1680,5.31,,FALSE,,,1,2018,16,1:28:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365162739,"Jan 19, 2018, 9:17:37 PM",First outside!,Run,,1800,5.66,,FALSE,,activities/1365162739.gpx,1,2018,19,9:17:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367029506,"Jan 20, 2018, 10:36:34 PM",Baby run bc it’s nice out,Run,,910,3.28,,FALSE,,activities/1367029506.gpx,1,2018,20,12:36:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372194940,"Jan 23, 2018, 11:30:30 PM",1x7:55 3x580 6:15 1x8:30,Run,,1560,5.47,,FALSE,,,1,2018,23,1:30:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376709336,"Jan 26, 2018, 9:51:28 PM",Afternoon Run,Run,,1989,6.44,,FALSE,,activities/1376709336.gpx,1,2018,26,9:51:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389491886,"Feb 3, 2018, 2:05:15 PM",Featuring the Forerunner,Run,,2404,7.04,,FALSE,,activities/1499497595.fit.gz,2,2018,3,2:05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392157815,"Feb 4, 2018, 9:12:50 PM",1xmile 3x580 2:01 2:11 2:09 CD,Run,Strava takes full running time which is annoying.,1701,5.02,,FALSE,,activities/1502266788.fit.gz,2,2018,4,9:12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401365381,"Feb 10, 2018, 2:38:00 PM",Stationary ,Ride,,1800,14.48,,FALSE,,,2,2018,10,2:38:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403423186,"Feb 11, 2018, 10:15:03 PM",Afternoon Run,Run,,2882,3.37,,FALSE,,activities/1514626221.fit.gz,2,2018,11,12:15:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412277623,"Feb 17, 2018, 4:43:07 PM",Snowy walk ,Walk,,1856,1.88,,FALSE,,activities/1412277623.gpx,2,2018,17,4:43:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426261434,"Feb 25, 2018, 9:10:06 PM",Afternoon Run,Run,,1981,6.5,,FALSE,,activities/1539023681.fit.gz,2,2018,25,9:10:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428993269,"Feb 27, 2018, 6:38:48 PM",Mud circles round 2,Run,,1658,5.33,,FALSE,,activities/1541863463.fit.gz,2,2018,27,6:38:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432931322,"Mar 2, 2018, 6:10:43 PM",Even more mud,Run,,2539,6.47,,FALSE,,activities/1545882276.fit.gz,3,2018,2,6:10:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434962759,"Mar 3, 2018, 11:03:31 PM",Relay for Life,Run,,535,1.68,,FALSE,,activities/1547993419.fit.gz,3,2018,3,1:03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435804628,"Mar 3, 2018, 11:27:00 PM",Relay for Life Bouldering ,Rock Climbing,,1500,0,,FALSE,,,3,2018,3,1:27:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456563444,"Mar 11, 2018, 5:00:40 PM",Lunch Run,Run,,1917,2.92,,FALSE,,activities/1570292269.fit.gz,3,2018,11,5:00:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456563586,"Mar 12, 2018, 9:47:01 PM",Afternoon Run,Run,,5782,2.92,,FALSE,,activities/1570292424.fit.gz,3,2018,12,9:47:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456563680,"Mar 13, 2018, 7:28:02 PM",Afternoon Run,Run,,943,0.69,,FALSE,,activities/1570292530.fit.gz,3,2018,13,7:28:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456563816,"Mar 14, 2018, 10:29:11 PM",Afternoon Run,Run,,2883,2.89,,FALSE,,activities/1570292666.fit.gz,3,2018,14,12:29:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501348007,"Apr 10, 2018, 9:54:50 PM",Afternoon Run,Run,,1304,4.44,,FALSE,,activities/1616927051.fit.gz,4,2018,10,9:54:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503107504,"Apr 11, 2018, 8:47:04 PM",Afternoon Run,Run,,1602,5.37,,FALSE,,activities/1618733609.fit.gz,4,2018,11,8:47:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505120515,"Apr 12, 2018, 10:57:16 PM",Afternoon Run,Run,,2038,6.67,,FALSE,,activities/1620809688.fit.gz,4,2018,12,12:57:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508311522,"Apr 14, 2018, 3:37:00 PM",Morning Run,Run,,3231,9.7,,FALSE,,activities/1624140043.fit.gz,4,2018,14,3:37:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512728759,"Apr 16, 2018, 8:42:17 PM",Today has just backfired on me continuously ,Run,,942,3.38,,FALSE,,activities/1628745924.fit.gz,4,2018,16,8:42:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514486209,"Apr 17, 2018, 6:04:34 PM",Afternoon Run,Run,,2755,8.86,,FALSE,,activities/1630561244.fit.gz,4,2018,17,6:04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519391297,"Apr 19, 2018, 11:23:23 PM",Sprinting to the car 😂,Run,,190,0.87,,FALSE,,activities/1635645916.fit.gz,4,2018,19,1:23:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523171663,"Apr 21, 2018, 7:38:08 PM",Shouldn’t have raced James’ car,Run,,1038,3.31,,FALSE,,activities/1639589532.fit.gz,4,2018,21,7:38:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523242221,"Apr 21, 2018, 5:20:00 PM",Corrupt file?,Run,,1985,6.59,,FALSE,,,4,2018,21,5:20:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527813244,"Apr 23, 2018, 10:18:20 PM",Afternoon Run,Run,,2185,6.23,,FALSE,,activities/1644465101.fit.gz,4,2018,23,12:18:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533847048,"Apr 26, 2018, 10:00:52 PM",Ick,Run,"Acute hamstring pain at 2.5, left foot numb at 5. What the heck. 
",3470,10.15,,FALSE,,activities/1650745609.fit.gz,4,2018,26,12:00:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535357559,"Apr 27, 2018, 6:55:18 PM",Windy City 2.0,Run,,2606,8.58,,FALSE,,activities/1652301899.fit.gz,4,2018,27,6:55:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540058603,"Apr 29, 2018, 10:19:37 PM",Afternoon Run,Run,,2946,9.27,,FALSE,,activities/1657146508.fit.gz,4,2018,29,12:19:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543362991,"May 1, 2018, 3:41:35 PM",Mini “sprints”,Run,,2096,6.45,,FALSE,,activities/1660547905.fit.gz,5,2018,1,3:41:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546183153,"May 2, 2018, 11:59:06 PM",Evening Run,Run,,1668,5.75,,FALSE,,activities/1663418928.fit.gz,5,2018,2,1:59:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554804142,"May 6, 2018, 2:43:12 PM",Angel’s Landing ,Hike,,13597,9.78,,FALSE,,activities/1672275307.fit.gz,5,2018,6,2:43:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554804210,"May 6, 2018, 6:59:04 PM",Weeping Wall,Hike,,1292,2.61,,FALSE,,activities/1672275409.fit.gz,5,2018,6,6:59:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554804365,"May 6, 2018, 7:47:45 PM",Narrows Approach,Hike,,4394,6.41,,FALSE,,activities/1672275585.fit.gz,5,2018,6,7:47:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557810295,"May 8, 2018, 1:28:44 PM",Snow King?,Run,,1879,3.23,,FALSE,,activities/1675377059.fit.gz,5,2018,8,1:28:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561240047,"May 8, 2018, 6:04:41 PM",Lake Jenny - Teton NP,Hike,,5675,3.97,,FALSE,,activities/1678878634.fit.gz,5,2018,8,6:04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565354814,"May 11, 2018, 5:03:11 PM",Shaking out the road trip and gearing up ,Run,"Ran with pack, 30 almonds at 6.3. Stomach couldn’t hold the pace after 8. ",5605,17.72,,FALSE,,activities/1683465852.fit.gz,5,2018,11,5:03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568349107,"May 13, 2018, 1:36:12 AM",Evening Run,Run,,1789,6.52,,FALSE,,activities/1686633815.fit.gz,5,2018,13,1:36:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570186811,"May 13, 2018, 5:15:12 PM",Sunfish hills ,Run,,3473,10.09,,FALSE,,activities/1688549684.fit.gz,5,2018,13,5:15:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572749777,"May 15, 2018, 12:35:17 AM",Evening Run,Run,,1474,5.01,,FALSE,,activities/1691204807.fit.gz,5,2018,15,2:35:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574935264,"May 15, 2018, 11:53:37 PM",Intro to Lebanon,Run,,3602,10.09,,FALSE,,activities/1693454680.fit.gz,5,2018,15,1:53:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577018487,"May 16, 2018, 11:44:21 PM",Evening Run,Run,"Same pace as yesterday which is cool. Don’t do the hill last. Don’t like the boardwalks at Southwest. 
",4609,13.45,,FALSE,,activities/1695599789.fit.gz,5,2018,16,1:44:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582332214,"May 19, 2018, 2:31:12 PM",Feeling better than I thought,Run,,5962,19.38,,FALSE,,activities/1701105338.fit.gz,5,2018,19,2:31:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587783075,"May 21, 2018, 11:46:52 PM",Ick,Run,"I guess at least I was consistent. 
",3314,10.48,,FALSE,,activities/1706761798.fit.gz,5,2018,21,1:46:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590006070,"May 22, 2018, 11:58:14 PM",Evening Walk,Walk,,3394,3.5,,FALSE,,activities/1709058855.fit.gz,5,2018,22,1:58:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590006153,"May 23, 2018, 1:19:20 AM",Evening Run,Run,,1465,5.43,,FALSE,,activities/1709058945.fit.gz,5,2018,23,1:19:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592186272,"May 24, 2018, 12:31:07 AM",Butte Ave 3x3 hill,Run,"Garmin data more accurate - closer to 800’ vert. 
Didn’t want to actually run so hills are a good alternative I guess?",2857,8.44,,FALSE,,activities/1711309811.fit.gz,5,2018,24,2:31:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594777242,"May 25, 2018, 10:22:09 AM",Trying something new,Run,Either my legs don’t like being up early or the hills did more than I thought ,2582,8.12,,FALSE,,activities/1714032014.fit.gz,5,2018,25,12:22:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597351735,"May 26, 2018, 1:06:27 PM",The moment I stepped out of the car I knew I was wrecked,Run,Too hot. Eat breakfast next time. Fall at 2.1. 1.5 clif bars eaten. Physically and mentally done at 5 miles. ,8107,21.16,,FALSE,,activities/1716776175.fit.gz,5,2018,26,1:06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604906208,"May 30, 2018, 12:35:11 AM",What’s a severe weather alert?,Run,Nice and rainy,1366,5.36,,FALSE,,activities/1724825338.fit.gz,5,2018,30,2:35:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607013534,"May 31, 2018, 12:05:40 AM",Evening Run,Run,Should have stretched. Tear in right shoe before run. ,2041,6.76,,FALSE,,activities/1727077675.fit.gz,5,2018,31,2:05:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609335110,"May 31, 2018, 10:09:01 PM",Afternoon Run,Run,,1692,5.66,,FALSE,,activities/1729554201.fit.gz,5,2018,31,12:09:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611005011,"Jun 2, 2018, 12:48:14 AM",Evening Run,Run,"Ran in to Olivia 😌
Run felt nice and easy. Before and after the stairs is pretty funny ",3400,9.19,,FALSE,,activities/1731346801.fit.gz,6,2018,2,2:48:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612354962,"Jun 2, 2018, 1:08:08 PM",Morning Run,Run,Well paced. Lara bar > clif bar. Felt pretty solid. Honey cinnamon almonds afterward were glorious ,8020,25.93,,FALSE,,activities/1732775645.fit.gz,6,2018,2,1:08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615427460,"Jun 3, 2018, 6:30:11 PM",Not sore 😎,Run,,1576,5.34,,FALSE,,activities/1736031578.fit.gz,6,2018,3,6:30:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617752095,"Jun 4, 2018, 11:14:08 PM",#timetoplay,Run,,2501,8.05,,FALSE,,activities/1738533252.fit.gz,6,2018,4,1:14:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619873599,"Jun 5, 2018, 11:19:11 PM",Evening Run,Run,Didn’t know what I was getting in to. Those hills were bad. ,3060,8.06,,FALSE,,activities/1740821204.fit.gz,6,2018,5,1:19:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621999835,"Jun 6, 2018, 9:54:10 PM",Afternoon Run,Run,,2514,6.91,,FALSE,,activities/1743192213.fit.gz,6,2018,6,9:54:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624257494,"Jun 8, 2018, 12:24:38 AM",Chill,Run,,1571,5.16,,FALSE,,activities/1745631524.fit.gz,6,2018,8,2:24:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626903237,"Jun 9, 2018, 11:23:44 AM",I saw a family of red foxes 🦊,Run,,2608,8.69,,FALSE,,activities/1748442112.fit.gz,6,2018,9,1:23:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629751208,"Jun 10, 2018, 11:09:50 AM",Sunfish-Lake Elmo link ,Run,Really lost my marbles at HM mark. Emotionally and physically. Otherwise I thought I practiced good patience. ,10536,28.98,,FALSE,,activities/1751430183.fit.gz,6,2018,10,1:09:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635073342,"Jun 13, 2018, 12:32:30 AM",Terrace Oaks Mtn Bike Trail,Run,Intimate trail - good agility course. ,2504,6.47,,FALSE,,activities/1757024597.fit.gz,6,2018,13,2:32:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636993490,"Jun 13, 2018, 9:55:42 PM",Afternoon Run,Run,,3026,9.72,,FALSE,,activities/1759025662.fit.gz,6,2018,13,9:55:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640822878,"Jun 15, 2018, 9:29:56 PM",Sauna-like,Run,Something didn’t go as planned,4232,12.08,,FALSE,,activities/1763046863.fit.gz,6,2018,15,9:29:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641890708,"Jun 16, 2018, 11:33:35 AM",Morning Run,Run,,1088,3.37,,FALSE,,activities/1764166811.fit.gz,6,2018,16,1:33:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641890891,"Jun 16, 2018, 12:00:06 PM",Had to bail ⛈,Run,,817,2.98,,FALSE,,activities/1764167060.fit.gz,6,2018,16,2:00:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644447056,"Jun 17, 2018, 10:27:22 AM",Hey there’s a 2 in front. That’s never happened before. ,Run,Maybe don’t try to kick the last 10k. Wasn’t actually too hot out. ,11099,32.99,,FALSE,,activities/1766840326.fit.gz,6,2018,17,12:27:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647506225,"Jun 19, 2018, 12:19:55 AM",Evening Walk,Walk,,1813,2.29,,FALSE,,activities/1770057514.fit.gz,6,2018,19,2:19:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651922770,"Jun 21, 2018, 12:36:41 AM",Terrace Oaks Corrupted,Run,"Easy, medium, CD. 400’ vert",2700,8.04,,FALSE,,,6,2018,21,2:36:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653931230,"Jun 21, 2018, 11:34:28 PM",Evening Run,Run,2 min PR on the segment ,3520,9.41,,FALSE,,activities/1776763715.fit.gz,6,2018,21,1:34:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655869829,"Jun 22, 2018, 11:52:42 PM",Evening Walk,Walk,,3842,4.21,,FALSE,,activities/1778793254.fit.gz,6,2018,22,1:52:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658056591,"Jun 23, 2018, 5:59:12 PM",Lunch Walk,Walk,,4612,3.29,,FALSE,,activities/1781086932.fit.gz,6,2018,23,5:59:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659386517,"Jun 24, 2018, 1:34:52 PM",Corrupted again.....,Run,Estimating another 800’,5340,15.28,,FALSE,,,6,2018,24,1:34:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660359358,"Jun 24, 2018, 11:16:56 PM",Evening saunter,Ride,Seeing if the home tune-up worked ,1529,7.75,,FALSE,,activities/1660359358.gpx,6,2018,24,1:16:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662231781,"Jun 25, 2018, 10:11:26 PM",Late stage vert workout with the Zoo Triple,Run,,3894,10.87,,FALSE,,activities/1785462163.fit.gz,6,2018,25,12:11:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664562840,"Jun 26, 2018, 11:42:26 PM",Evening Run,Run,,1219,4.05,,FALSE,,activities/1787864995.fit.gz,6,2018,26,1:42:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668728921,"Jun 28, 2018, 11:40:40 PM",Easy,Run,,1734,5.47,,FALSE,,activities/1792179846.fit.gz,6,2018,28,1:40:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672114134,"Jun 30, 2018, 12:32:28 PM",Morning Run,Run,,2898,8.11,,FALSE,,activities/1795690747.fit.gz,6,2018,30,2:32:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672117350,"Jun 30, 2018, 3:17:30 PM",Basketball,Workout,,4200,0,,FALSE,,,6,2018,30,3:17:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676044840,"Jul 2, 2018, 12:56:17 PM",Meis Migration,Run,,3195,7.32,,FALSE,,activities/1799786450.fit.gz,7,2018,2,2:56:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683506872,"Jul 5, 2018, 9:25:33 PM",Mesabi ❤️,Run,Found the washout,2112,6.93,,FALSE,,activities/1807483848.fit.gz,7,2018,5,9:25:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684783915,"Jul 6, 2018, 2:46:57 PM",Der’s iron in dem hills,Run,Legs feel very rested 🔥,4438,12.63,,FALSE,,activities/1808805934.fit.gz,7,2018,6,2:46:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685158354,"Jul 6, 2018, 6:27:26 PM",Hi new bridge,Walk,,2348,2.56,,FALSE,,activities/1809189976.fit.gz,7,2018,6,6:27:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686867538,"Jul 7, 2018, 2:50:18 PM",7 days,Run,,2177,6.64,,FALSE,,activities/1810963905.fit.gz,7,2018,7,2:50:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692313886,"Jul 10, 2018, 12:24:03 AM",Evening Run,Run,,1553,5.15,,FALSE,,activities/1816654385.fit.gz,7,2018,10,2:24:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694692595,"Jul 10, 2018, 11:56:33 PM",Saunter,Walk,,3020,3.57,,FALSE,,activities/1819138147.fit.gz,7,2018,10,1:56:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696666580,"Jul 12, 2018, 12:23:11 AM",Evening Run,Run,Calves. Might be the shoes. ,1626,5.17,,FALSE,,activities/1821185479.fit.gz,7,2018,12,2:23:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702496454,"Jul 14, 2018, 11:04:08 AM",Eugene Curnow Trail Marathon,Run,Wasn’t quite prepared for the elevation. Never felt overwhelmed by heat but fought cramping for a long time. Killed the first half in 2:20 and then got rocked at the power lines. Should have been able to hold back half 13’s on that course if I dial in how to keep my muscles working. ,20212,41.92,,FALSE,,activities/1827242181.fit.gz,7,2018,14,1:04:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718133445,"Jul 21, 2018, 12:38:19 PM",Lake Phalen via Gateway,Ride,Been wanting to get over there for a while ,8709,50.76,,FALSE,,activities/1718133445.gpx,7,2018,21,2:38:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732175546,"Jul 27, 2018, 11:11:23 PM",Dog bite and mud flip?,Ride, Checked in on some EOR projects ,6185,24.79,,FALSE,,activities/1732175546.gpx,7,2018,27,1:11:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
